Region,Year,Crop,Area_Harvested (ha),Yield_per_ha (tons),Total_Production (tons),Avg_Rainfall_mm,Avg_Temperature_C,Soil_pH,Fertilizer_Used_kg,Pest_Incidents
East,2022,Rice,229.28,1.27,291.19,136.3,19.6,7.17,177.2,7
East,2020,Corn,921.59,3.89,3584.99,232.2,23.6,6.07,190.1,8
East,2020,Wheat,702.06,5.01,3517.32,189.9,22.6,7.01,174.1,4
South,2021,Wheat,494.19,3.81,1882.86,193.6,21.7,7.22,64.8,4
North,2020,Barley,615.93,1.32,813.03,333.6,19.2,6.68,93.5,8
West,2023,Corn,771.05,4.47,3446.59,101.6,30.2,6.23,156.7,6
West,2020,Soybean,795.73,1.3,1034.45,324.7,16.7,6.38,196.2,7
East,2020,Corn,927.9,5.09,4723.01,343.1,32.8,7.07,86.3,14
South,2020,Corn,484.16,1.22,590.68,370.4,18.5,6.09,184.7,2
South,2023,Wheat,364.07,1.69,615.28,288.1,34.6,6.17,160.9,16
South,2022,Barley,675.7,2.38,1608.17,200,34.8,5.82,197.5,18
West,2020,Barley,474.16,4.17,1977.25,228.2,23,6.3,64,17
East,2021,Corn,635.14,5.88,3734.62,390.9,34.8,5.67,109.2,9
North,2023,Corn,477.99,1.59,760,364.4,32.4,6.14,121.7,1
West,2021,Rice,237.7,1.71,406.47,239.1,16.6,6.25,150.8,1
East,2020,Wheat,522.48,2.84,1483.84,382.9,33.9,6.01,148.1,16
East,2021,Soybean,721.83,5.18,3739.08,346.9,15.9,5.7,186,14
North,2020,Soybean,819.36,3.34,2736.66,370.3,18.6,6.54,175.8,15
North,2023,Barley,543.99,2.61,1419.81,304.9,26.7,7.23,58.3,5
North,2021,Wheat,248.71,3.81,947.59,357.3,16.6,6.17,123,19
South,2021,Barley,473.22,2.3,1088.41,367.5,18.2,5.97,111.1,1
North,2020,Soybean,807.66,3.01,2431.06,127.6,34.1,6.07,199.6,14
East,2020,Corn,471.57,2.66,1254.38,389.6,34.9,7.22,114.1,17
North,2022,Wheat,726.88,5.02,3648.94,200.1,31,6.56,152.4,7
East,2020,Wheat,556.49,5.62,3127.47,232,25.3,5.76,92.7,3
West,2020,Rice,317.1,4.8,1522.08,337.6,33,6.92,142.2,4
South,2022,Corn,816.54,3.2,2612.93,299.5,17.2,5.81,81,7
West,2020,Corn,175.79,3.52,618.78,367.9,33.9,5.62,140.5,16
West,2020,Barley,572.4,1.63,933.01,220.2,22,6.01,180.2,5
East,2022,Wheat,288,4.73,1362.24,212,32.2,5.84,52.9,14
West,2023,Barley,160.36,3.98,638.23,109.5,28.4,6.71,125.7,0
East,2023,Corn,552.64,5.51,3045.05,238.8,34.2,6.47,197.4,10
North,2020,Rice,549.61,2,1099.22,317.2,32.3,6.95,73.9,5
North,2020,Wheat,736.21,4.8,3533.81,190.4,32.8,6.52,77.5,5
East,2022,Corn,770.28,4.42,3404.64,238.8,27.6,6.34,120.6,19
North,2022,Rice,755.01,2.33,1759.17,165.8,31.7,6.55,180.6,19
South,2023,Soybean,468.6,4.34,2033.72,331.8,30.1,6.37,134.4,17
West,2021,Corn,668.52,5.62,3757.08,118.2,18.2,5.57,126.3,17
South,2020,Soybean,619.25,5.59,3461.61,311.6,28,6.86,63,6
West,2021,Barley,479.41,4.6,2205.29,213.7,18,7.42,194.3,15
North,2021,Soybean,637.49,1.24,790.49,112.5,32.4,6.34,102.1,18
South,2022,Corn,952.52,5.36,5105.51,356,16.3,6.35,87.8,11
North,2020,Soybean,273.6,4.29,1173.74,246.3,34.7,5.59,111.8,17
West,2020,Wheat,915.19,2.55,2333.73,279.8,23,7.28,112.1,3
East,2022,Corn,148.11,1.94,287.33,319.6,18.4,7.36,118.8,1
East,2021,Rice,377.55,1.58,596.53,296.5,33.7,7.13,153.3,8
South,2022,Soybean,359.33,1.25,449.16,319.3,15.9,5.71,180.2,6
North,2023,Wheat,663.73,4.77,3165.99,328.7,24.4,7.3,58.6,11
North,2020,Barley,218.1,2.18,475.46,276.7,30.4,5.55,123.6,4
South,2023,Barley,894.11,1.12,1001.4,209.7,21.3,6.39,112.1,11
East,2022,Soybean,845.7,2.99,2528.64,172.9,25.6,6.5,51.6,15
West,2020,Barley,686.86,3.41,2342.19,370.9,29,7.17,172.5,18
South,2023,Rice,512.57,1.85,948.25,391,34,7,65.6,11
West,2023,Corn,939.66,1.22,1146.39,207.3,17.1,7.09,67.2,0
East,2021,Wheat,847.67,1.95,1652.96,133.7,18.1,7.24,57.2,0
North,2020,Soybean,549.38,4.4,2417.27,166.8,25.2,6.45,80.1,18
East,2023,Barley,731.69,1.41,1031.68,301.2,23.4,7.06,76.5,19
South,2023,Corn,610.24,3.78,2306.71,151.9,23.2,5.64,102.2,11
North,2021,Rice,629.15,1.73,1088.43,334,20.9,6.39,148.9,4
South,2023,Barley,397.88,1.98,787.8,376.9,26.2,5.56,58.1,8
South,2023,Barley,515.88,2.97,1532.16,389.1,32.7,7.33,179,11
East,2023,Wheat,170.31,1.5,255.46,102.8,18.2,7.42,99,1
South,2021,Rice,421.61,1.87,788.41,387.4,19.3,5.67,141,12
East,2023,Rice,726.25,2.74,1989.93,322.1,28.4,6.57,51.8,3
North,2023,Soybean,957.89,2.65,2538.41,125.2,16.1,6.15,104.9,18
East,2020,Wheat,966.76,4.75,4592.11,224.6,28.5,6.19,50.3,7
North,2020,Soybean,600.15,1.37,822.21,310,21.3,6.4,74.8,12
East,2021,Wheat,645.96,5.3,3423.59,387,22.2,5.75,117.2,0
West,2022,Rice,267.15,5.08,1357.12,149.2,23.1,5.86,130.3,16
West,2020,Wheat,725.78,4.83,3505.52,138.3,22,6.65,72.9,16
South,2021,Wheat,163.59,2.55,417.15,241.7,31.8,5.54,161.8,3
East,2023,Wheat,356.22,5.11,1820.28,390.4,33.9,6.7,78.4,7
East,2023,Corn,701.53,1.91,1339.92,391.4,26,6.14,67.4,19
North,2021,Corn,379.28,1.62,614.43,168.4,26.6,7.16,100,4
South,2023,Rice,144.86,1.22,176.73,195.8,16.4,6.7,132.7,15
East,2023,Wheat,848.68,5.7,4837.48,372.4,29.3,6.92,198.3,1
South,2022,Rice,379.3,2.54,963.42,320.5,26.7,5.73,112.8,8
West,2023,Corn,156.79,5.59,876.46,391.7,16,6.03,113.9,12
East,2020,Wheat,167.31,2.36,394.85,367.9,19,7.49,58.9,18
East,2023,Soybean,326.58,5.54,1809.25,164.5,19,6.37,164.9,8
South,2021,Corn,260.21,5.52,1436.36,327.9,18.4,6.22,77.3,2
East,2022,Corn,796.87,5.62,4478.41,114.6,28.2,7.25,161.7,0
South,2023,Corn,389.52,3.48,1355.53,345.3,33.6,5.57,186.6,17
East,2021,Wheat,824.23,5.33,4393.15,280.5,30.3,6.57,165.2,14
North,2020,Barley,256.46,5.75,1474.64,386.8,24.5,5.92,146.4,0
South,2023,Soybean,543.59,2.62,1424.21,388,23.1,6.24,140.6,14
East,2022,Soybean,719.23,3.09,2222.42,115.2,22.7,5.9,118,17
West,2023,Rice,686.79,4.6,3159.23,148.2,27,5.58,71.7,18
East,2021,Wheat,641.02,2.5,1602.55,245.3,22.2,6.33,166.8,19
West,2022,Corn,932.34,4.77,4447.26,363.8,19.5,7.08,121.6,18
West,2023,Barley,305.67,1.37,418.77,344.3,27.1,7.4,143.8,19
North,2020,Wheat,544.35,3.62,1970.55,389.3,22.8,6.75,106.1,12
South,2022,Wheat,895.59,1.61,1441.9,285.4,15.3,6.28,80.1,4
East,2020,Barley,170.1,2.47,420.15,177,15.4,7.04,171,4
North,2021,Corn,150.3,2.29,344.19,107.5,20.5,6.51,101.4,10
East,2023,Wheat,309.97,5.19,1608.74,166.9,25.2,6.24,180,9
West,2020,Soybean,669.72,1.97,1319.35,302.6,22.1,5.86,194.9,5
South,2021,Soybean,333.89,5.04,1682.81,377.9,15.5,7.09,174.5,5
East,2023,Barley,271.22,4.97,1347.96,196.3,19.5,6.5,69.2,12
East,2021,Corn,512.92,3.49,1790.09,362.7,16.9,7.43,178.3,5
West,2020,Barley,652.24,2.17,1415.36,218.5,34,7.1,127.9,6
East,2021,Wheat,323.7,2.13,689.48,192.5,21.3,6.34,86.2,7
East,2022,Soybean,370.62,3.32,1230.46,252.7,15.3,6.98,64,9
West,2023,Rice,652.2,1.04,678.29,232.7,28.2,6.41,91.8,10
North,2021,Barley,951.16,3.66,3481.25,374.1,19.6,5.66,70.6,4
West,2020,Rice,707.27,5.76,4073.88,240.5,26.3,6.53,53.8,7
North,2023,Rice,804.61,1.77,1424.16,183.2,18,7.23,198.2,0
South,2022,Soybean,430.13,3.87,1664.6,352.8,34.7,7.21,174.7,6
North,2023,Barley,345.03,5.81,2004.62,399.6,34.4,6.65,160.8,17
North,2022,Rice,508.84,5.3,2696.85,294.5,28.1,6.26,79,11
South,2023,Wheat,826.42,5.25,4338.7,175.1,29.1,5.52,54.2,18
North,2021,Corn,510.67,5.11,2609.52,171.6,23.5,6.12,122.8,7
West,2021,Corn,862.05,2.55,2198.23,117.3,34.2,7.48,161.3,2
North,2020,Soybean,989.89,5.45,5394.9,123.2,23.5,6.95,194.4,9
South,2022,Barley,164.82,5.71,941.12,374.5,19.8,6.94,176.6,13
West,2020,Barley,140.87,3.48,490.23,128.9,17.3,7.02,184,18
South,2021,Corn,234.63,2.77,649.93,245.3,19.2,6.74,85.8,18
South,2022,Wheat,445.93,3.07,1369.01,309.4,26.4,6.67,73.3,8
East,2020,Corn,217.94,2.67,581.9,355.1,19.9,6.41,87.2,4
East,2020,Corn,883.6,2.06,1820.22,151.4,28.1,6.39,70.8,6
South,2020,Barley,120.83,4.09,494.19,231.3,22.6,7.24,169.8,12
South,2020,Rice,384.21,3.81,1463.84,175.4,32.7,6.29,185.5,17
South,2020,Wheat,266.23,3.31,881.22,176.7,26.2,7.18,96.1,12
East,2022,Barley,938.39,1.48,1388.82,191.2,27.5,7.18,181.5,6
East,2020,Corn,702.53,4.98,3498.6,276.1,26.1,7.04,58.3,7
North,2022,Rice,920.83,1.87,1721.95,105,32.7,5.58,151.6,3
North,2020,Wheat,975.1,1.57,1530.91,222.6,16.3,5.8,129.1,16
South,2021,Soybean,547.39,4.12,2255.25,156,16.3,6.13,91.5,9
West,2021,Wheat,310.89,2.99,929.56,390.1,29,7.2,165.2,3
West,2020,Wheat,274.36,1.3,356.67,274.8,30.4,7.25,81.8,4
East,2023,Corn,300.63,2.78,835.75,360.4,23.7,5.58,112.4,4
East,2021,Corn,737.73,4.86,3585.37,158.7,22,6.15,156.5,17
East,2022,Soybean,136.4,4.08,556.51,343,20.6,7.2,100.7,1
South,2020,Soybean,146.22,2.81,410.88,224.4,19.7,6,178.3,10
West,2022,Soybean,647.33,1.96,1268.77,153.3,33.2,7.45,179.8,0
North,2023,Barley,677.85,4.16,2819.86,328.4,20.9,6.48,80.4,6
South,2020,Barley,698.74,5.44,3801.15,328.6,28,7.37,116.1,11
North,2021,Corn,434.69,4.23,1838.74,398.8,30.7,6.36,114.8,7
North,2022,Corn,825.35,5.06,4176.27,334.3,15.4,6.15,111.5,11
South,2021,Soybean,580.26,3.61,2094.74,143.6,15.7,6.22,125.3,14
North,2021,Barley,194.92,4.59,894.68,196.8,21.7,7.27,61.2,13
West,2020,Rice,817.39,5.48,4479.3,235.5,28.9,6.16,180.5,19
North,2022,Barley,957.76,4.87,4664.29,138,20.2,6.84,93.5,0
West,2023,Corn,154.03,5.55,854.87,336.4,15,6.44,50.3,2
West,2021,Barley,452.22,3.16,1429.02,258,20.8,7.38,152.8,0
West,2020,Corn,538.76,5.52,2973.96,383.3,16.8,5.82,147.6,10
East,2020,Soybean,231.82,4.11,952.78,276.8,19.4,6.36,197.5,8
North,2023,Soybean,880.94,5.35,4713.03,256.9,21.7,5.75,157.9,3
South,2020,Soybean,355.73,1.2,426.88,121.4,17.6,6.66,99.9,7
South,2021,Rice,804.71,4.29,3452.21,144.8,29.1,6.31,192.9,16
North,2020,Rice,703.9,5.24,3688.44,354.9,20.1,5.62,104.8,13
East,2022,Corn,638.24,1.87,1193.51,397.2,28.2,7.2,173.2,19
East,2022,Wheat,272.93,4.31,1176.33,224.6,27,6.25,100.4,15
West,2021,Rice,298.63,5.12,1528.99,343,33,6.49,57.3,19
North,2022,Corn,142.61,2.44,347.97,288.3,16.8,6.32,160.1,1
North,2023,Barley,316.64,3.03,959.42,387.7,19.3,6.48,102.5,7
South,2020,Soybean,410.9,3.85,1581.96,171.4,32.3,5.53,100.8,14
North,2021,Soybean,849.83,3.6,3059.39,263.5,31.4,7.13,157.4,3
East,2023,Soybean,429.75,1.2,515.7,222.6,18.8,6.16,98.3,14
North,2020,Corn,779.16,1.49,1160.95,262.5,17.2,6.95,67.7,0
South,2023,Soybean,495.5,1.5,743.25,180.7,32.1,5.63,110.7,12
West,2021,Rice,806.38,2.31,1862.74,249.3,18.6,6.55,173.6,6
South,2021,Barley,978.64,2.23,2182.37,287.4,32.4,7.32,69.5,15
South,2023,Soybean,315.86,4.71,1487.7,124.4,34.2,6.3,133.2,3
West,2020,Corn,876.11,3.86,3381.78,322.9,19.4,5.89,69.8,2
South,2022,Barley,659.64,4.82,3179.46,312,31.8,5.7,57.4,11
South,2022,Soybean,835.56,1.35,1128.01,364.1,23.5,7.22,106.8,17
North,2023,Wheat,686.43,3.43,2354.45,227.8,30.8,5.98,148.7,13
North,2021,Soybean,481.55,2.62,1261.66,118.5,23.1,7.45,91.2,0
West,2020,Rice,305.27,5.25,1602.67,238.4,16.4,6,116.9,6
North,2020,Barley,163.03,4.54,740.16,141.3,29.3,6.46,123.7,18
North,2021,Rice,581.97,5.35,3113.54,294.2,18,6.42,176.2,2
South,2022,Wheat,991.29,1.23,1219.29,114.1,33.5,5.62,172.8,14
East,2020,Wheat,764.24,4.6,3515.5,212.2,23.4,6.56,50.4,18
North,2023,Rice,394.61,3.7,1460.06,124.9,16.6,6.85,112.1,8
East,2022,Barley,844.48,5.13,4332.18,101,19.6,6.98,148.4,17
North,2023,Wheat,792.09,3.54,2804,388.2,32.3,6.55,177.9,0
North,2022,Wheat,353.47,3.7,1307.84,398.8,21.4,7.13,57.3,6
West,2021,Soybean,112.88,1.26,142.23,266.7,32.1,7,144.2,14
West,2023,Corn,206.35,4.34,895.56,171.7,18.4,5.89,176.3,6
West,2023,Wheat,889.58,2.37,2108.3,373.3,24.4,6.3,88.3,8
East,2021,Barley,852.91,1.1,938.2,376.9,32.6,5.79,80.8,15
South,2023,Barley,365.69,1.33,486.37,356.4,16,5.77,120.2,18
North,2022,Soybean,356.68,5.79,2065.18,263.3,21.1,6.92,194.4,11
North,2020,Barley,813.58,2.73,2221.07,122.4,33.2,6.56,153.9,17
North,2020,Soybean,943.96,5.34,5040.75,126.5,26.9,6.7,113.7,15
East,2021,Wheat,801.22,5.8,4647.08,369,29.3,6.96,53.1,4
West,2022,Wheat,645.02,5.72,3689.51,362.7,31.8,6.05,133.5,1
South,2023,Wheat,318.4,5.41,1722.54,230.3,25.5,6.3,102.3,15
East,2023,Wheat,573.17,5.47,3135.24,198.4,31.9,6.71,77.9,5
West,2020,Corn,310.16,2.45,759.89,293.2,27.8,5.69,125,7
East,2023,Corn,827.21,1.76,1455.89,342.1,28.7,7.17,101.2,18
South,2020,Wheat,448.26,4.2,1882.69,319.5,18.1,6.19,55.8,0
West,2021,Barley,850.33,3.44,2925.14,284.7,33.8,6.82,158.8,4
East,2023,Soybean,443.45,1.49,660.74,169.5,30.9,7.49,159.9,18
South,2022,Rice,841.73,4.39,3695.19,178.8,20.1,6.45,142.8,6
North,2023,Soybean,399.99,3.81,1523.96,317.2,26.6,5.93,176.1,9
South,2020,Rice,496.12,5.32,2639.36,340.8,22.5,5.93,80.5,15
North,2021,Rice,653.94,4.05,2648.46,134.8,28.2,5.62,92.9,12
East,2020,Wheat,163.26,3.87,631.82,156.2,34.9,7.03,118.8,6
West,2023,Rice,953.39,3.2,3050.85,304.1,15.9,6.09,59,4
West,2020,Wheat,616.25,3.31,2039.79,216.7,34.1,5.85,182.5,17
East,2020,Corn,557.04,5.77,3214.12,269,16.4,6.93,123.6,9
West,2021,Barley,855.45,1.69,1445.71,284.4,24.2,6.12,98.7,7
West,2022,Rice,879.19,3.23,2839.78,332.9,24.6,6.7,121.7,3
North,2023,Barley,570.03,4.28,2439.73,341.7,20.4,6.34,98.8,0
East,2021,Wheat,934.54,3.17,2962.49,184,26.3,6.17,92.9,12
South,2022,Rice,158.26,2.42,382.99,262.4,31.7,6.48,117.2,9
North,2020,Soybean,201.9,2.44,492.64,137.1,20.9,6.13,122.3,11
East,2022,Corn,637.11,2.17,1382.53,352.6,16.4,7.24,115,19
North,2020,Corn,418.66,2.72,1138.76,353.6,27.6,5.65,132.2,1
South,2020,Rice,517.8,5.36,2775.41,189.9,30,5.56,167.5,5
South,2021,Corn,395.27,3.53,1395.3,148.2,34.1,6.31,58.6,9
East,2020,Soybean,464.25,2.2,1021.35,121,18.2,5.85,171.7,9
South,2021,Barley,840.38,2.92,2453.91,272.5,33,6.99,84.3,2
North,2022,Soybean,634.13,1.53,970.22,127.4,24.6,6.21,87.8,5
South,2022,Corn,997.61,5.52,5506.81,304.2,19.7,6.02,139.9,14
North,2020,Barley,808.19,3.04,2456.9,303.4,34.3,6.22,196.4,11
North,2021,Soybean,346.3,5.9,2043.17,284.2,19.8,5.94,52.6,8
South,2020,Wheat,337.91,2.74,925.87,363,29.7,6.1,151,3
East,2021,Wheat,402.31,5.18,2083.97,213.5,30.7,6.64,154.5,5
West,2021,Barley,858.93,2.28,1958.36,370.7,23.6,7.23,136,17
South,2021,Barley,124.56,1.38,171.89,111.1,28.8,6.24,51.5,5
North,2022,Barley,307.16,1.16,356.31,133.8,26.4,6.14,141,0
North,2021,Wheat,914.43,4.03,3685.15,223.7,18.8,7.06,67.3,11
South,2022,Soybean,675.91,2.56,1730.33,278.2,30.2,5.54,61.7,2
East,2021,Barley,304.16,3.22,979.4,109.7,33.6,6.1,154.4,11
East,2022,Wheat,297.23,5.09,1512.9,270.2,24.8,6.4,155,2
North,2023,Barley,876.36,2.24,1963.05,192.2,34.9,6.7,183.5,9
North,2022,Barley,904.38,2.54,2297.13,366.1,23.6,5.81,50.5,5
East,2022,Barley,330.52,5.23,1728.62,260,24.6,6.37,106.8,16
West,2020,Wheat,478.46,3.46,1655.47,276.4,28.5,6.63,51.8,0
South,2021,Soybean,851.14,5.14,4374.86,383.7,18.7,6.52,104.7,1
North,2023,Wheat,793.91,2.87,2278.52,329.3,33,6.65,123.7,18
North,2020,Wheat,832.52,2.99,2489.23,231.5,31,6.82,129.5,19
East,2021,Barley,566.56,1.84,1042.47,243.1,32.4,6.26,103.4,5
South,2023,Rice,920.39,5.58,5135.78,294.4,27.2,5.63,158.8,9
East,2023,Rice,393.36,5.48,2155.61,160.1,32.7,5.61,112.3,9
South,2023,Rice,241,5.92,1426.72,126.6,28.6,7.22,127.6,17
South,2021,Wheat,737.86,3.01,2220.96,193.4,25.2,6.85,170,7
South,2023,Barley,585.42,5.09,2979.79,333.5,33.6,7.03,76.1,19
North,2023,Rice,869.13,3.07,2668.23,177.2,23.8,7.36,98.1,6
West,2020,Corn,173.04,3.27,565.84,139.2,25,7,128.2,9
East,2022,Corn,859.32,5.15,4425.5,165.7,18.4,6.88,165.1,0
West,2021,Corn,363.97,1.89,687.9,303.7,34,6.81,113.8,14
East,2022,Soybean,689.37,2.1,1447.68,284.2,19.4,6.02,60.9,9
South,2020,Barley,136.12,2.57,349.83,306.5,19,7.41,198.3,2
North,2022,Wheat,648.62,4.94,3204.18,196.6,17,6.58,156.2,8
West,2023,Wheat,745.54,2.86,2132.24,370.3,24.1,5.94,158.4,12
North,2023,Barley,431.88,2.79,1204.95,235.5,20.5,5.92,119.8,5
East,2021,Soybean,293.87,5.99,1760.28,254.1,29.8,7.13,132.1,18
North,2021,Barley,583.87,2.92,1704.9,384.6,21.2,6,199.1,1
North,2021,Soybean,849.87,2.24,1903.71,393.8,29.4,5.58,139.3,11
West,2020,Rice,391.19,4.12,1611.7,298.5,18.9,6.36,82.8,10
South,2021,Rice,327.22,5.01,1639.37,383.4,19.6,7.13,194.7,12
North,2020,Soybean,351.04,1.35,473.9,262.5,31.1,6.33,130.7,2
South,2023,Barley,954.22,4.09,3902.76,192.2,22.4,7.11,53.1,16
East,2022,Rice,423.35,1.18,499.55,194.5,17.2,7.15,136,8
North,2023,Barley,103.24,3.63,374.76,267.7,34.2,7.22,60.6,14
West,2023,Rice,803.51,2.28,1832,281.5,18.5,6.68,129.1,14
East,2023,Barley,729.35,2.53,1845.26,231.9,18,6.9,173.8,3
East,2021,Barley,215.71,3.34,720.47,365.1,22.2,6.02,130.8,13
West,2021,Corn,986.41,5.64,5563.35,228,16.9,5.7,106,13
North,2021,Soybean,647.26,4.55,2945.03,182,18.1,6.57,182.4,13
North,2022,Wheat,550.7,5.68,3127.98,102.4,31.9,5.52,189.1,17
East,2021,Soybean,444,4.3,1909.2,391.2,18.4,6.43,102.1,2
North,2020,Barley,908.81,1.04,945.16,347.3,17.2,5.7,124.8,5
South,2023,Barley,319.57,2.33,744.6,284.7,32.6,5.72,197.4,7
West,2022,Soybean,357.19,5.53,1975.26,349.2,23.9,7.24,76.7,18
South,2022,Barley,210.17,4.22,886.92,343.1,18.1,6.78,94.7,1
North,2022,Rice,783.21,5.91,4628.77,379.6,26.6,6.79,114.3,4
East,2022,Barley,635.99,1.78,1132.06,215.8,15.8,6.31,65.1,8
West,2022,Soybean,648.16,2.48,1607.44,266.5,23.5,6.33,90.8,10
North,2020,Soybean,296.62,2.81,833.5,129.6,26.8,6.11,131.7,15
North,2023,Soybean,686.05,2.63,1804.31,389.6,34.1,6.37,84.3,19
East,2022,Corn,788.91,2.26,1782.94,395.5,21.5,6.67,152.9,1
East,2023,Corn,422.1,3.22,1359.16,336.7,30.3,5.87,102.2,6
South,2021,Corn,821.21,4.21,3457.29,236.2,17.7,6.02,63.5,4
West,2022,Corn,413.91,2.56,1059.61,249,23.7,6.49,164.7,0
West,2022,Corn,782.32,1.4,1095.25,230.6,19.5,6.27,135.1,3
East,2023,Corn,130.36,4.54,591.83,188,24.8,7.14,173.7,8
South,2022,Corn,596.05,3.3,1966.96,258.3,23.3,7.14,104,14
West,2022,Soybean,972.57,3.78,3676.31,116,34.6,6.17,52.9,17
East,2022,Wheat,983.12,3.28,3224.63,397.6,33.3,6.4,57,9
North,2020,Corn,353.58,5.45,1927.01,227.2,26.6,7.45,169.3,10
West,2020,Soybean,497.26,3.79,1884.62,378.2,18.5,7.15,111.6,16
South,2022,Wheat,156.68,5.62,880.54,317.3,26.1,5.93,196.5,17
South,2020,Corn,886.01,3.55,3145.34,187,30.8,6.06,174.5,11
South,2021,Wheat,611.71,2.46,1504.81,166.6,15.8,5.67,52.4,12
North,2022,Wheat,446.59,2.78,1241.52,398.7,23.7,6.86,180.5,17
West,2021,Rice,201.49,3.61,727.38,331.6,15.9,6.13,81.9,16
West,2023,Barley,952.09,3.65,3475.13,174.9,19.9,6.57,122.9,9
North,2021,Rice,577.2,4.44,2562.77,120.2,16.8,7.04,125.9,14
West,2023,Wheat,354.64,2.12,751.84,309.1,34.2,7.17,59,19
North,2022,Soybean,415.19,4.29,1781.17,190.9,18.4,6.15,68.8,7
North,2023,Corn,343.63,4.89,1680.35,166.4,18,5.97,113.5,10
North,2023,Barley,641.63,4.38,2810.34,320.5,34.4,7.2,146.4,17
South,2021,Corn,936.97,3.41,3195.07,303.8,25.3,6.26,89.7,3
West,2021,Soybean,871.02,5.96,5191.28,244.4,30.2,7.14,129,18
North,2021,Barley,514.34,3.02,1553.31,382.8,21.5,5.8,106.9,1
West,2022,Rice,843.85,1.53,1291.09,303.9,25.7,7.32,144.6,19
South,2022,Wheat,480.79,5.11,2456.84,368,15.1,6.47,113.7,2
North,2021,Soybean,327.08,2.06,673.78,157.2,23.2,5.84,177.7,15
East,2022,Wheat,985.07,4.57,4501.77,189,26.1,6.57,197.6,0
South,2022,Wheat,373.5,1.89,705.92,131.4,25.3,7.24,187,16
East,2023,Corn,391.35,1.08,422.66,191.4,23.1,6.28,75.3,11
West,2023,Soybean,990.72,1.8,1783.3,391.5,30.8,5.86,118.6,18
West,2021,Wheat,220.53,2.88,635.13,388.9,25,6.65,118.8,9
South,2022,Rice,784.48,1.53,1200.25,328.1,27.7,7.17,176.1,19
West,2023,Barley,942.23,1.99,1875.04,256.3,18.7,5.74,103.6,12
East,2020,Soybean,560.62,4.82,2702.19,334.2,32.2,5.58,132.4,13
North,2022,Corn,102.27,4.85,496.01,266,22.3,5.61,141.4,15
North,2020,Soybean,437.55,5.09,2227.13,101.1,24.6,5.96,66.7,0
North,2021,Corn,200.41,5.21,1044.14,250.5,22,5.51,133.7,17
South,2022,Barley,474.57,3.1,1471.17,279.7,32.8,6.36,87,2
West,2021,Rice,811.02,5.34,4330.85,179.7,33,6.9,81,13
East,2021,Wheat,494.84,3.63,1796.27,161,19.5,6.92,87.5,16
West,2021,Soybean,488.73,3.35,1637.25,182.1,30.1,6.77,64.9,13
West,2021,Corn,601.11,4.59,2759.09,287.1,17.1,6.09,60.5,7
West,2021,Barley,623.52,2.07,1290.69,143.8,15.6,6.97,147,11
North,2022,Wheat,870.67,4.95,4309.82,316.1,31.7,6.65,191.1,13
East,2020,Barley,377.52,3.15,1189.19,226.8,17.6,7.22,153.2,1
East,2022,Rice,839.5,1.64,1376.78,206,18.1,6.46,96.8,5
West,2022,Wheat,609.34,1.6,974.94,342.2,27.1,5.86,100.3,11
North,2022,Wheat,370.48,1.82,674.27,251.8,31.3,6.77,131.2,3
North,2023,Wheat,365.61,5.45,1992.57,213.5,18.8,5.8,179.9,3
East,2023,Corn,425.02,5.95,2528.87,363.4,17.3,7.43,80.4,15
North,2022,Wheat,660.42,2.78,1835.97,210.5,16.5,6.91,120.3,19
North,2020,Barley,307.73,2.46,757.02,357.7,15.5,7.01,124.8,15
North,2022,Corn,928.3,2.09,1940.15,251.3,17.3,6.86,189.7,7
South,2021,Wheat,617.42,5.12,3161.19,162.4,33.9,5.7,130.4,2
West,2023,Barley,928.01,2.05,1902.42,283.8,16.9,6.43,167.1,7
East,2023,Barley,141.76,5.62,796.69,185.6,27,6.8,63.2,12
East,2022,Soybean,408.35,4.34,1772.24,144.1,33.4,5.96,99,6
South,2022,Barley,120.53,5.49,661.71,126,27.6,6.86,141.7,1
West,2020,Rice,345.03,3.77,1300.76,172.5,15.7,7.14,151.6,4
East,2020,Wheat,875.81,4.45,3897.35,321,26.9,6.05,182.8,13
North,2021,Wheat,132.95,4.1,545.09,351.4,33.1,5.9,138.6,4
East,2022,Wheat,492.53,5.16,2541.45,358.5,21.5,7.27,93.4,3
North,2022,Barley,205.81,5.18,1066.1,181,21.3,5.51,130.9,16
South,2022,Barley,475.16,3.95,1876.88,298.3,20,6.01,156.7,19
North,2023,Wheat,854.97,4.16,3556.68,169.1,25.1,6.31,167.7,0
East,2021,Corn,660.76,5.61,3706.86,286.8,19.8,6.84,191.7,15
East,2020,Corn,763.08,5.65,4311.4,366.2,29.5,7.49,78.6,10
East,2023,Rice,414.19,4.32,1789.3,112.3,27.9,6.24,149.1,10
South,2023,Soybean,949.96,1.04,987.96,395.6,23,7.4,80,16
South,2023,Rice,738.34,1.52,1122.28,348.1,29.5,6.23,97.7,3
West,2023,Wheat,479.62,5.29,2537.19,328.5,17,6.89,71.4,15
East,2021,Wheat,483.82,1.42,687.02,307.4,30,5.83,165.9,11
North,2022,Wheat,926.82,2.07,1918.52,331.1,27.1,6.42,187.1,4
South,2020,Soybean,618.76,2.15,1330.33,398.4,27.6,7.24,54.5,12
East,2020,Barley,735.74,4,2942.96,331.1,16.3,6.14,172,12
